# File Name: Hebrew_Lexicon_Tyndale.txt
# File Size: 4349020     
# File Date: 06/01/2026 18:30:14
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Hebrew Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Abridged BDB by https://onlinebible.net, edited by Tyndale House Cambridge
# Source Definitions Copyright: Larry Pierce, larrypierce@alumni.uwaterloo.ca
# Source Definitions Copyright: Explicit usage permission required to use definition in your application
# Source Definitions Copyright: Larry Pierce granted permission for Nainoia Inc applications on 3/11/2019
#
# COLUMNS
#	STRONGS	Extended Strong Numbers
#	WORD	Hebrew form	based on BDB, then normalised
#	TRANS	Transliteration
#	GLOSS	A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH	Part of speech / grammer
#	DEF		Definitions are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs.
#
#
STRONGS	STRONGU	WORD	TRANS	GLOSS	MORPH	DEF
938G		בּוּז	buz	Buz	N:N-M-P	A man living at the time of the Patriarchs, only mentioned at Gen.22.21; son of: Nahor (<a href='/Strongs/strongs-h5152H' onclick='return ABMM("/Strongs","/strongs-h5152H");'>h5152H</a>) and Milcah (<a href='/Strongs/strongs-h4435' onclick='return ABMM("/Strongs","/strongs-h4435");'>h4435</a>); brother of: Uz (<a href='/Strongs/strongs-h5780H' onclick='return ABMM("/Strongs","/strongs-h5780H");'>h5780H</a>), Kemuel (<a href='/Strongs/strongs-h7055' onclick='return ABMM("/Strongs","/strongs-h7055");'>h7055</a>), Chesed (<a href='/Strongs/strongs-h3777' onclick='return ABMM("/Strongs","/strongs-h3777");'>h3777</a>), Hazo (<a href='/Strongs/strongs-h2375' onclick='return ABMM("/Strongs","/strongs-h2375");'>h2375</a>), Pildash (<a href='/Strongs/strongs-h6394' onclick='return ABMM("/Strongs","/strongs-h6394");'>h6394</a>), Jidlaph (<a href='/Strongs/strongs-h3044' onclick='return ABMM("/Strongs","/strongs-h3044");'>h3044</a>) and Bethuel (<a href='/Strongs/strongs-h1328A' onclick='return ABMM("/Strongs","/strongs-h1328A");'>h1328A</a>); half-brother of: Tebah (<a href='/Strongs/strongs-h2875' onclick='return ABMM("/Strongs","/strongs-h2875");'>h2875</a>), Gaham (<a href='/Strongs/strongs-h1514' onclick='return ABMM("/Strongs","/strongs-h1514");'>h1514</a>), Tahash (<a href='/Strongs/strongs-h8477' onclick='return ABMM("/Strongs","/strongs-h8477");'>h8477</a>) and Maacah (<a href='/Strongs/strongs-h4601' onclick='return ABMM("/Strongs","/strongs-h4601");'>h4601</a>) § Buz = "contempt" 1) second son of Nahor, Abraham's nephew 2) a Gadite
938H		בּוּז	buz	Buz	N:N-M-P	A man of the tribe of Gad living at the time of Divided Monarchy, only mentioned at 1Ch.5.14; father of: Jahdo (<a href='/Strongs/strongs-h3163' onclick='return ABMM("/Strongs","/strongs-h3163");'>h3163</a>) § Buz = "contempt" 1) second son of Nahor, Abraham's nephew 2) a Gadite
938I		בּוּז	buz	Buz	N:N--L	§ Buz = "contempt" a place in Arabia
939		בּוּזָה	bu.zah	contempt	H:N-F	contempt
940		בּוּזִי	bu.zi	Buzite	N:N--PG	Someone descended from Ram (<a href='/Strongs/strongs-h7410I' onclick='return ABMM("/Strongs","/strongs-h7410I");'>h7410I</a>), first mentioned at Job.32.2 § Buzite = "contempt" one of the ancestors of Elihu
941		בּוּזִי	bu.zi	Buzi	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Ezk.1.3; father of: Ezekiel (<a href='/Strongs/strongs-h3168H' onclick='return ABMM("/Strongs","/strongs-h3168H");'>h3168H</a>) § Buzi = "my contempt" father of Ezekiel (or ancestor)
942		בַּוַּי	bav.vay	Bavvai	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Neh.3.18; son of: Henadad (<a href='/Strongs/strongs-h2582H' onclick='return ABMM("/Strongs","/strongs-h2582H");'>h2582H</a>); also called in KJV: Bevai; in NIV: Binnui; § Bavai = "my goings" a rebuilder of Jerusalem's walls in Nehemiah's time
943		בּוּךְ	bukh	to perplex	H:V	 to perplex, confuse, be confused 1a) (Niphal) to be confused, be in confusion
944		בּוּל	bul	produce	H:N-M	produce, outgrowth
945		בּוּל	bul	Bul	N:N-M-T	§ Bul = "increase: produce" the eighth Hebrew month, corresponding to modern Oct-Nov (Nov-Dec)
946		בּוּנָה	bu.nah	Bunah	N:N-M-P	A man of the tribe of Judah living at the time of United Monarchy, only mentioned at 1Ch.2.25; son of: Jerahmeel (<a href='/Strongs/strongs-h3396' onclick='return ABMM("/Strongs","/strongs-h3396");'>h3396</a>); brother of: Ram (<a href='/Strongs/strongs-h7410H' onclick='return ABMM("/Strongs","/strongs-h7410H");'>h7410H</a>), Oren (<a href='/Strongs/strongs-h767' onclick='return ABMM("/Strongs","/strongs-h767");'>h767</a>), Ozem (<a href='/Strongs/strongs-h684H' onclick='return ABMM("/Strongs","/strongs-h684H");'>h684H</a>), Ahijah (<a href='/Strongs/strongs-h281J' onclick='return ABMM("/Strongs","/strongs-h281J");'>h281J</a>) and Onam (<a href='/Strongs/strongs-h208H' onclick='return ABMM("/Strongs","/strongs-h208H");'>h208H</a>) § Bunah = "intelligence" a son of Jerahmeel, a Judahite
947		בּוּס	bus	to trample	H:V	 to tread down, reject, trample down 1a) (Qal) 1a1) to tread down, trample (of warriors) 1a2) of rejection (fig.) 1b) (Polel) 1b1) to tread down (in bad sense) 1b2) to desecrate 1c) (Hithpolel) 1c1) to tread 1c2) to kick out 1c2a) of infants' blind movements 1c2b) of Jerusalem (fig.) 1d) (Hophal) to be trodden down
948		בּוּץ	buts	fine linen	H:N-M	byssus, a costly, fine white linen cloth made in Egypt
949		בּוֹצֵץ	bo.tsets	Bozez	N:N--L	§ Bozez = "surpassing white: glistening" a rock formation near Michmash by which Jonathan approached the Philistine troop
950		בּוּקָה	bu.qah	emptiness	H:N-F	emptiness
951		בּוֹקֵר	bo.qer	herdsman	H:N-M	herdsman
952		בּוּר	bur	to explain	H:V	 (Qal) 1a) to make clear, clear up, explain, prove 1b) (CLBL) to bore into 1c) (TWOT) to declare
953A		בּוֹר	bor	pit	H:N-M	pit, well, cistern, dungeon, pit of the grave
953B		בּוֹר	bor	Cistern	H:N-M	Cistern of Sirah
954		בּוֹשׁ	bush	be ashamed	H:V	 to put to shame, be ashamed, be disconcerted, be disappointed 1a) (Qal) 1a1) to feel shame 1a2) to be ashamed, disconcerted, disappointed (by reason of) 1b) (Piel) to delay (in shame) 1c) (Hiphil) 1c1) to put to shame 1c2) to act shamefully 1c3) to be ashamed 1d) (Hithpolel) to be ashamed before one another
955		בּוּשָׁה	bu.shah	shame	H:N-F	shame
956	in Aramaic of <a href='/Strongs/strongs-h1004B' onclick='return ABMM("/Strongs","/strongs-h1004B");'>h1004B</a>	בִּית	but	to lodge	A:V	(P'al) to pass the night, lodge Aramaic of <i>ba.yit</i> (בַּ֫יִת ": home" <a href='/Strongs/strongs-h1004B' onclick='return ABMM("/Strongs","/strongs-h1004B");'>h1004B</a>)
957		בַּז	baz	plunder	H:N-M	spoil, booty, robbery, spoiling Also means: <i>bag</i> (בַּג "spoil" <a href='/Strongs/strongs-h897' onclick='return ABMM("/Strongs","/strongs-h897");'>h897</a>)
958		בָּזָא	ba.za	to divide	H:V	(Qal) to divide, cleave, cut through
959		בָּזָה	ba.zah	to despise	H:V	 to despise, hold in contempt, disdain 1a) (Qal) to despise, regard with contempt 1b) (Niphal) 1b1) to be despised 1b2) to be despicable 1b3) to be vile, worthless 1c) (Hiphil) to cause to despise Also means: <i>ba.zoh</i> (בָּזֹה "to despise" <a href='/Strongs/strongs-h960' onclick='return ABMM("/Strongs","/strongs-h960");'>h960</a>)
960	a Spelling of <a href='/Strongs/strongs-h959' onclick='return ABMM("/Strongs","/strongs-h959");'>h959</a>	בָּזֹה	ba.zoh	to despise	H:V	scorned, despised Another spelling of <i>ba.zah</i> (בָּזָה "to despise" <a href='/Strongs/strongs-h959' onclick='return ABMM("/Strongs","/strongs-h959");'>h959</a>)
961		בִּזָּה	biz.zah	plunder	H:N-F	spoil, booty
962		בָּזַז	ba.zaz	to plunder	H:V	 to spoil, plunder, prey upon, seize 1a) (Qal) to spoil, plunder, despoil 1b) (Niphal) to be spoiled, plundered 1c) (Pual) to be taken as spoil
963		בִּזָּיוֹן	biz.za.von	contempt	H:N-M	contempt
964		בִּזְיוֹתְיָה	biz.yo.te.yah	Biziothiah	N:N--L	§ Bizjothjah = "contempt of Jehovah" a town in southern Judah near Beersheba
965		בָּזָק	ba.zaq	lightning	H:N-M	lightning, lightning flash
966G		בֶּ֫זֶק	be.zeq	Bezek	N:N--L	§ Bezek = "lightning" the home of Adonibezek, the place where Israel rallied under Saul
966H		בֶּ֫זֶק	be.zeq	Bezek	N:N--L	§ Bezek = "lightning" the home of Adonibezek, the place where Israel rallied under Saul
967		בָּזַר	ba.zar	to scatter	H:V	 to scatter, disperse 1a) (Qal) to scatter 1b) (Piel) to scatter
968		בִּזְּתָא	biz.ta	Biztha	N:N-M-P	A man living at the time of Exile and Return, only mentioned at Est.1.10 § Biztha = "booty" one of Ahasuerus' (Xerxes') eunuchs
969		בָּחוֹן	ba.chon	assayer	H:N-M	assayer (an inspector and valuer of metals)
970		בָּחוּר	ba.chur	youth	H:N-M	youth, young man
971		בַחוּן	ba.chin	tower	H:N-M	siege-towers, watchtower
972		בָּחִיר	ba.chir	chosen	H:N-M	chosen, choice one, chosen one, elect (of God)
973A		בָּחֵל	ba.chal	to loath	H:V	to loathe, abhor, feel loathing
973B		בָּחֵל	ba.chal	be greedy	H:V	 to gain by greed 1a) (Qal) to gain by greed, gain hastily 1b) (Pual) obtained by greed
974		בָּחַן	ba.chan	to test	H:V	 to examine, try, prove 1a) (Qal) 1a1) to examine, scrutinise 1a2) to test, prove, try (of gold, persons, the heart, man of God) 1b) (Niphal) to be tried, proved 1c) (Pual) to make a trial
975		בַּ֫חַן	ba.chan	watchtower	H:N-M	watchtower
976		בֹּ֫חַן	bo.chan	testing	H:N-M	testing, tested, tried
977		בָּחַר	ba.char	to choose	H:V	 to choose, elect, decide for 1a) (Qal) to choose 1b) (Niphal) to be chosen 1c) (Pual) to be chosen, selected
978	a group of <a href='/Strongs/strongs-h980' onclick='return ABMM("/Strongs","/strongs-h980");'>h980</a>	בַּחֲרוּמִי	ba.cha.ru.mi	Baharumite	N:N--LG	Group of <i>ba.chu.rim</i> (בַּחֻרִים "Bahurim" <a href='/Strongs/strongs-h980' onclick='return ABMM("/Strongs","/strongs-h980");'>h980</a>) § Baharumite = "choice youths" an inhabitant or descendant of Bahurim
979		בְּחוּרִים	be.chu.rot	youth	H:N-F	youth
980		בַּחֻרִים	ba.chu.rim	Bahurim	N:N--L	§ Bahurim = "young men's village" a town in Benjamin between Jerusalem and Jericho beyond the Mount of Olives on the way to Jericho
981		בָּטָה	ba.tah	to speak rashly	H:V	 to speak rashly or angrily, speak thoughtlessly 1a) (Qal) one that babbles, speaks rashly (part.) 1b) (Piel) to speak rashly, unadvisedly
982		בָּטַח	ba.tach	to trust	H:V	1) to trust 1a) (Qal) 1a1) to trust, trust in 1a2) to have confidence, be confident 1a3) to be bold 1a4) to be secure 1b) (Hiphil) 1b1) to cause to trust, make secure 2) (TWOT) to feel safe, be careless
983		בֶּ֫טַח	be.tach	security	H:N-M	1) security, safety adv 2) securely
984		בֶּ֫טַח	be.tach	Betah	N:N--L	§ Betah = "security" the capital of Zobah during the reign of Hadadezer
985		בִּטְחָה	bit.chah	trust	H:N-F	trust, trusting, confidence
986		בִּטָּחוֹן	bit.ta.chon	trust	H:N-M	trust, confidence, hope
987		בַּטֻּחוֹת	bat.tu.chot	security	H:N-F	security, safety
988		בָּטַל	ba.tel	to cease	H:V	 to cease 1a) (Qal) to cease Aramaic equivalent: <i>be.tel</i> (בְּטֵל "to cease" <a href='/Strongs/strongs-h989' onclick='return ABMM("/Strongs","/strongs-h989");'>h989</a>)
989	in Aramaic of <a href='/Strongs/strongs-h988' onclick='return ABMM("/Strongs","/strongs-h988");'>h988</a>	בְּטֵל	be.tel	to cease	A:V	 (P'al) to cease 1a) to cease 1b) to make to cease
990G		בֶּ֫טֶן	be.ten	belly: abdomen	H:N-F	abdomen belly, womb, body 1a) belly, abdomen 1a1) as seat of hunger 1a2) as seat of mental faculties 1a3) of depth of Sheol (fig.) 1b) womb
990H	a Meaning of <a href='/Strongs/strongs-h990G' onclick='return ABMM("/Strongs","/strongs-h990G");'>h990G</a>	בֶּ֫טֶן	be.ten	belly: womb	H:N-F	womb/pregnancy belly, womb, body 1a) belly, abdomen 1a1) as seat of hunger 1a2) as seat of mental faculties 1a3) of depth of Sheol (fig.) 1b) womb
990I	a Meaning of <a href='/Strongs/strongs-h990G' onclick='return ABMM("/Strongs","/strongs-h990G");'>h990G</a>	בֶּ֫טֶן	be.ten	belly: hump	H:N-F	hump belly, womb, body 1a) belly, abdomen 1a1) as seat of hunger 1a2) as seat of mental faculties 1a3) of depth of Sheol (fig.) 1b) womb
990J	a Meaning of <a href='/Strongs/strongs-h990G' onclick='return ABMM("/Strongs","/strongs-h990G");'>h990G</a>	בֶּ֫טֶן	be.ten	belly: body	H:N-F	body belly, womb, body 1a) belly, abdomen 1a1) as seat of hunger 1a2) as seat of mental faculties 1a3) of depth of Sheol (fig.) 1b) womb
991		בֶּ֫טֶן	be.ten	Beten	N:N--L	§ Beten = "womb" a city in Asher
992		בָּטְנִים	bo.ten	pistachio	H:N-M	pistachio nuts-delicacy given to Joseph by Jacob through his sons
993		בְּטֹנִים	be.to.nim	Betonim	N:N--L	§ Betonim = "pistachio nuts" a city east of the Jordan in territory of Gad
994		בִּי	bi	please	H:Part	 if it please, pray excuse me, excuse me please 1a) used to introduce an entreaty or request
995		בִּין	bin	to understand	H:V	1) to discern, understand, consider 1a) (Qal) 1a1) to perceive, discern 1a2) to understand, know (with the mind) 1a3) to observe, mark, give heed to, distinguish, consider 1a4) to have discernment, insight, understanding 1b) (Niphal) to be discerning, intelligent, discreet, have understanding 1c) (Hiphil) 1c1) to understand 1c2) to cause to understand, give understanding, teach 1d) (Hithpolel) to show oneself discerning or attentive, consider diligently 1e) (Polel) to teach, instruct 2) (TWOT) prudent, regard
996G		בַּ֫יִן	ba.yin	between	H:A	between between, among, in the midst of (with other preps), from between
996H	a Meaning of <a href='/Strongs/strongs-h996G' onclick='return ABMM("/Strongs","/strongs-h996G");'>h996G</a>	בַּ֫יִן	ba.yin	between: among	H:A	among between, among, in the midst of (with other preps), from between A sub-meaning of <i>ben</i> (בַּ֫יִן ": between" <a href='/Strongs/strongs-h996' onclick='return ABMM("/Strongs","/strongs-h996");'>h996</a>)
997	in Aramaic of <a href='/Strongs/strongs-h996G' onclick='return ABMM("/Strongs","/strongs-h996G");'>h996G</a>	בֵּין	ben	between	A:Prep	between Aramaic of <i>ben</i> (בַּ֫יִן ": between" <a href='/Strongs/strongs-h996' onclick='return ABMM("/Strongs","/strongs-h996");'>h996</a>)
998		בִּינָה	bi.nah	understanding	H:N-F	 understanding, discernment 1a) act 1b) faculty 1c) object 1d) personified Aramaic equivalent: <i>bi.nah</i> (בִּינָה "understanding" <a href='/Strongs/strongs-h999' onclick='return ABMM("/Strongs","/strongs-h999");'>h999</a>)
999	in Aramaic of <a href='/Strongs/strongs-h998' onclick='return ABMM("/Strongs","/strongs-h998");'>h998</a>	בִּינָה	bi.nah	understanding	A:N-F	understanding, discernment Aramaic of <i>bi.nah</i> (בִּינָה "understanding" <a href='/Strongs/strongs-h998' onclick='return ABMM("/Strongs","/strongs-h998");'>h998</a>)
1000		בֵּיצָה	be.tsah	egg	H:N-F	egg
1001	in Aramaic of <a href='/Strongs/strongs-h1002' onclick='return ABMM("/Strongs","/strongs-h1002");'>h1002</a>	בִּירְתָא	bi.ra	citadel	A:N-F	castle, citadel, palace Aramaic of <i>bi.rah</i> (בִּירָה "palace" <a href='/Strongs/strongs-h1002' onclick='return ABMM("/Strongs","/strongs-h1002");'>h1002</a>)
1002		בִּירָה	bi.rah	palace	H:N-F	1) palace, castle 2) temple Aramaic equivalent: <i>bi.ra</i> (בִּירְתָא "citadel" <a href='/Strongs/strongs-h1001' onclick='return ABMM("/Strongs","/strongs-h1001");'>h1001</a>)
1003		בִּירָנִית	bi.ra.nit	fortress	H:N-F	fortress, fortified place
1004A		בֵּית	bet	place	H:A	nm place, origin, between
1004B		בַּ֫יִת	ba.yit	house: home	H:N-M	home/temple/building nm 1) house 1a) house, dwelling habitation 1b) shelter or abode of animals 1c) human bodies (fig.) 1d) of Sheol 1e) of abode of light and darkness 1f) of land of Ephraim 2) place 3) receptacle 4) home, house as containing a family 5) household, family 5a) those belonging to the same household 5b) family of descendants, descendants as organized body 6) household affairs 7) inwards (metaph.) 8) (TWOT) temple adv 9) on the inside prep 10) within
1004G		בַּ֫יִת	ba.yit	Beth-(ashbea)	H:N-M	nm This name is used for a house, habitation Combined with <i>ash.be.a</i> (אַשְׁבֵּעַ "Ashbea" <a href='/Strongs/strongs-h791' onclick='return ABMM("/Strongs","/strongs-h791");'>h791</a>)
1004H		בַּ֫יִת	ba.yit	Beth (Haggan)	H:N-M	nm This name is used for a house, habitation Combined with <i>hag</i> (גַּן "Haggan" <a href='/Strongs/strongs-h1588' onclick='return ABMM("/Strongs","/strongs-h1588");'>h1588</a>)
1004I	a Part of <a href='/Strongs/strongs-h8425H' onclick='return ABMM("/Strongs","/strongs-h8425H");'>h8425H</a>	בַּ֫יִת	ba.yit	Beth-(togarmah)	H:N-M	nm This name is used for a house, habitation Combined with <i>to.gar.mah</i> (תֹּגַרְמָה "-togarmah" <a href='/Strongs/strongs-h8425H' onclick='return ABMM("/Strongs","/strongs-h8425H");'>h8425H</a>)
1004J		בַּ֫יִת	ba.yit	House (of the Forest)	H:N-M	means: house, dwelling, household
1004K		בַּ֫יִת	ba.yit	House (of the Forests of Lebanon)	H:N-M	means: house, dwelling, household
1004L	a Part of <a href='/Strongs/strongs-h1186' onclick='return ABMM("/Strongs","/strongs-h1186");'>h1186</a>	בַּ֫יִת	ba.yit	Beth-(baal-meon)	H:N-M	nm This name mewans house, dwelling Combined with <i>ba.al me.on</i> (בַּ֫עַל מְעוֹן "Baal-meon" <a href='/Strongs/strongs-h1186' onclick='return ABMM("/Strongs","/strongs-h1186");'>h1186</a>)
1004M	a Meaning of <a href='/Strongs/strongs-h1004B' onclick='return ABMM("/Strongs","/strongs-h1004B");'>h1004B</a>	בַּ֫יִת	ba.yit	house: household	H:N-M	household nm 1) house 1a) house, dwelling habitation 1b) shelter or abode of animals 1c) human bodies (fig.) 1d) of Sheol 1e) of abode of light and darkness 1f) of land of Ephraim 2) place 3) receptacle 4) home, house as containing a family 5) household, family 5a) those belonging to the same household 5b) family of descendants, descendants as organized body 6) household affairs 7) inwards (metaph.) 8) (TWOT) temple adv 9) on the inside prep 10) within
1004N	a Meaning of <a href='/Strongs/strongs-h1004B' onclick='return ABMM("/Strongs","/strongs-h1004B");'>h1004B</a>	בַּ֫יִת	ba.yit	house: container	H:N-M	container nm 1) house 1a) house, dwelling habitation 1b) shelter or abode of animals 1c) human bodies (fig.) 1d) of Sheol 1e) of abode of light and darkness 1f) of land of Ephraim 2) place 3) receptacle 4) home, house as containing a family 5) household, family 5a) those belonging to the same household 5b) family of descendants, descendants as organized body 6) household affairs 7) inwards (metaph.) 8) (TWOT) temple adv 9) on the inside prep 10) within
1004O	a Meaning of <a href='/Strongs/strongs-h1004B' onclick='return ABMM("/Strongs","/strongs-h1004B");'>h1004B</a>	בַּ֫יִת	ba.yit	house: inside	H:N-M	inside nm 1) house 1a) house, dwelling habitation 1b) shelter or abode of animals 1c) human bodies (fig.) 1d) of Sheol 1e) of abode of light and darkness 1f) of land of Ephraim 2) place 3) receptacle 4) home, house as containing a family 5) household, family 5a) those belonging to the same household 5b) family of descendants, descendants as organized body 6) household affairs 7) inwards (metaph.) 8) (TWOT) temple adv 9) on the inside prep 10) within
1004P	in Hebrew of <a href='/Strongs/strongs-h1004B' onclick='return ABMM("/Strongs","/strongs-h1004B");'>h1004B</a>	בַּ֫יִת	ba.yit	house: palace	H:N-M	home/temple/building nm 1) house 1a) house, dwelling habitation 1b) shelter or abode of animals 1c) human bodies (fig.) 1d) of Sheol 1e) of abode of light and darkness 1f) of land of Ephraim 2) place 3) receptacle 4) home, house as containing a family 5) household, family 5a) those belonging to the same household 5b) family of descendants, descendants as organized body 6) household affairs 7) inwards (metaph.) 8) (TWOT) temple adv 9) on the inside prep 10) within
1004Q	in Hebrew of <a href='/Strongs/strongs-h1004B' onclick='return ABMM("/Strongs","/strongs-h1004B");'>h1004B</a>	בַּ֫יִת	ba.yit	house: temple	H:N-M	home/temple/building nm 1) house 1a) house, dwelling habitation 1b) shelter or abode of animals 1c) human bodies (fig.) 1d) of Sheol 1e) of abode of light and darkness 1f) of land of Ephraim 2) place 3) receptacle 4) home, house as containing a family 5) household, family 5a) those belonging to the same household 5b) family of descendants, descendants as organized body 6) household affairs 7) inwards (metaph.) 8) (TWOT) temple adv 9) on the inside prep 10) within
