# File Name: Greek_Lexicon_Tyndale.txt
# File Size: 3873620     
# File Date: 06/01/2026 18:32:53
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Greek Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Uses Abbot-Smith or Middle Liddel or Mounce's Teknia when entries are missing. 
# Source Definitions: (AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
# Source Definitions: (ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
# Source Definitions: (MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) - used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
# COLUMNS
#	STRONGS	Strong's number with extensions
#	WORD	Greek word in unicode lexical form. Based on LSJ but conforming to BADG when the difference may be confusing.
#	TRANS	Transliteration
#	GLOSS	A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH	Simple gramatical value of the main word represented as Language:Type-Gender-Extra
#	STRONGU	Unified Strong's entry and explanation
#	DEF		Definition, lexical entry.
#
#
STRONGS	STRONGU	WORD	TRANS	GLOSS	MORPH	DEF
2888		κοσμοκράτωρ	kosmokratōr	world power	G:N-M	<b>κοσμοκράτωρ</b>, -ορος, ὁ (κόσμος, κρατέω), 1) in Orphic hymns, al. (see AR, <i>Eph.</i>, l.with), a ruler of the whole world (and so in Rabbinic writings: קוֺזמוֺקְרָטוֺר). 2) <b>a ruler of this world </b>(in contrast to παντο κράτωρ): οἱ κ. τ. σκότους τούτου, the rulers of this dark world, Eph.6:12. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2889		κόσμος	kosmos	world	G:N-M	<b>κόσμος</b>, -ου, ὁ [in LXX: Gen.2:1, Deu.4:19 17:3, Isa.24:21 40:26 (צבא), Exo.33:5, 6 Jer.2:32 4:30, Eze.7:20 16:11 23:40 (עֲדִי), Isa.61:10 (כְּלִי), al, Wis.2:24 and freq, Sir.6:30, al;] 1) <b>order</b> (Hom, Plat, al.). 2) <b>ornament, adornment</b>, esp. of women (Hom, al.): 1Pe.3:3. 3) Later, the <b>world</b> or <b>universe</b>, <b>as an ordered system </b>(Plat, al.): Act.17:24, Rom.4:13, 1Co.3:22, Php.2:15, Heb.4:3, al. 4) In late writers only, <b>the world</b>, i.e. <b>the earth</b> (= ἡ οἰκουμένη, cf. Mat.4:8 with Luk.4:5): Mat.4:8, Mrk.16:[15], Col.2:20, 1Ti.6:7, al; hence by meton, (a) <b>of the human inhabitants of the world</b>: Mat.5:14 15:38, Mrk.14:9, Jhn.1:10 4:42 12:47, Rom.3:6, 1Co.4:13, 2Co.5:19, 2Pe.2:5, al; (b) <b>of worldly affairs or possessions</b>: Mat.16:26, Mrk.8:36, Luk.9:25, 1Co.7:31, 1Jn.2:16, al; (with) <b>in ethical sense, of the ungodly</b>: Jhn.7:7 14:17, 27 1Co.1:21, Jas.1:27, 1Jn.4:4, al; (d) metaphorically: ὁ κ. τῆς ἀδικίας, Jas.3:6. <i>SYN.</i>: αἰών, which see (cf. also Dalman, <i>Words</i>, 162ff; Tr, <i>Syn.</i>, §lix; Westc, additional note on Jhn.1:10; <i>DB</i>, iv, 938ff.). (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2890		Κούαρτος	Kouartos	Quartus	N:N-M-P	<b>Κούαρτος</b>, -ου, ὁ (Lat.), <b>Quartus</b>: Rom.16:23. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2891		κοῦμι	koumi	stand up!	A:V	<b>κούμ</b> (Tr, txt, κοῦμ, Rec. κοῦμι) (Heb. imperat. masc, used as an interjection, קוּם), <b>koum </b>(arise): Mrk.5:41. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2892		κουστωδία	koustōdia	guard	G:N-F	<b>κουστωδία</b>, -ας, ἡ (Lat. custodia), <b>a guard</b>: Mat.27:65-66 28:11. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2893		κουφίζω	kouphizō	to lighten	G:V	<b>κουφίζω</b> (κοῦφος, light), [in LXX: Exo.18:22, Jon.1.5, al. (קָלַל hi.), Est.5:1, al;] 1) intrans, to be light (poetic chiefly). 2) <b>to lighten, make light</b>: with accusative, Act.27:38. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2894		κόφινος	kophinos	basket	G:N-M	<b>κόφινος</b>, -ου, ὁ [in LXX: Jdg.6:19 (סַל), Psa.81:6 (דּוּד)*;] <b>a basket, probably of wicker-work, such as were carried by Jews for food</b>: Mat.14:20 16:9, Mrk.6:43 8:19 9:17 13:8, Jhn.6:13 (cf. σφυρίς). (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2895		κράββατος	krabbatos	bed	G:N-M	<b>κράβαττος</b> (Rec. κράββατος), ου, ὁ (a Macedonian word, = Lat. grabatus, cl. σκίμπους), [in Aquila: Amo.3:12 *;] <b>a camp bed, pallet</b>: Mrk.2:4, 9 2:11-12 6:55, Jhn.5:8-11, Act.5:15 9:33 (see Swete, <i>Mk.</i>, 24, and cf. κλίνη). (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2896		κράζω	krazō	to cry	G:V	<b>κράζω </b> [in LXX for זָעַק, צָעַק, קָרָא, etc;] in cl. chiefly poët, 1) prop. onomatop, of the raven, to croak, hence generally, of inartic. cries, <b>to scream, cry out </b>(Æsch, al.): Mrk.5:5 9:26 15:39 (Rec, R, mg.), Luk.9:39, al; of crying for vengeance (cf. Gen.4:10), Jas.5:4. 2) to cry, call out with a loud voice: with accusative of thing(s), Act.19:32; before orat. dir, Mrk.10:48, Luk.18:39, al; (ἐν) φωνῇ μεγάλῃ, Mrk.5:7, Rev.14:15, al; λέγων, Mat.8:29, al; of public teaching, Jhn.1:15, Rom.9:27, al; of importunate prayer (cf. Job.35:12, Psa.3:5, al.), Rom.8:15, Gal.4:6; pf. with Pres. sense (vernac; M, <i>Pr.</i>, 147), Jhn.1:15 <i>SYN.</i>: see: βοάω (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2897		κραιπάλη	kraipalē	dissipation	G:N-F	<b>κραιπάλη</b> (κρεπάλη, WH), -ης, ἡ (cf. κραιπαλάω for שִׁכּוֹר, Isa.24:20 29:9) <b>drunken nausea </b>(EV, surfeiting): Luk.21:34. <i>SYN.</i>: κῶμος, revelling; μέθη, drunkeness; οἰνοφλυγία, a debauch; πότος, a drinking bout (see Tr, <i>Syn.</i>, § lxi). (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2898	a Name of <a href='/Strongs/strongs-g1115' onclick='return ABMM("/Strongs","/strongs-g1115");'>g1115</a>	κρανίον	kranion	Skull	G:N-N	<b>κρανίον</b>, -ου, τό (κάρα, the head), [in LXX: Jdg.9:53, 4Ki.9:35 (גֻּלְגֹּלֶת)*;] <b>a skull</b>: Mat.27:33, Mrk.15:22, Luk.23:33, Jhn.19:17. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2899		κράσπεδον	kraspedon	edge	G:N-N	<b>κράσπεδον</b>, -ου, τό [in LXX: Num.15:38-39 (צִיצִת) Deu.22:12, Zec.8:23 (כָּנָף)*;] 1) in cl, an edge, border. 2) In LXX (see supr.) and NT, <b>a tassel or corner</b>: Mat.9:20 14:36 23:5, Mrk.6:56, Luk.8:44. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2900		κραταιός	krataios	mighty	G:A	<b>κραταιός</b>, -ά, -όν (κράτος), (in cl. poët, form of κρατερός), [in LXX chiefly for חָזַק and cognates;] <b>strong, mighty</b>: 1Pe.5:6. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2901		κραταιόω	krataioō	to strengthen	G:V	<b>κραταιόω</b>, -ῶ (late form of κρατύνω; κράτος) [in LXX chiefly for חָזַק;] <b>to strengthen</b>; pass, <b>to wax strong</b>: Luk.2:40, 1Co.16:13; πνεύματι, Luk.1:80; δυνάμει κ. διὰ τ. πνεύματος, Eph.3:16. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2902		κρατέω	krateō	to grasp/seize	G:V	<b>κρατέω</b>, -ῶ (κράτος), [in LXX chiefly for חָזַק hi, also for אָחַז, etc;] 1) to be strong, mighty, hence, to rule, be master, prevail (so chiefly in cl; in LXX: Est.1:1, I Est.4:38, Wis.14:19, al.). 2) <b>to get possession of, obtain, take hold of </b>(Hdt, Thuc, al.): with genitive of thing(s) (M, <i>Pr.</i>, 65), Act.27:13; τ. χειρός, Mat.9:25, Mrk.1:31 5:41 9:27, Luk.8:54; with accusative of thing(s), Mat.12:11; with accusative of person(s), Mat.14:3 18:28 21:46 22:6 26:4, 48 ff, Mrk.3:21 6:17 12:12 14:1, 44 ff, Act.3:11 24:6, Rev.20:2 (cf. 2Ki.6:6). 3) <b>to hold, hold fast </b>(Æsch, Polyb, al.): with accusative of thing(s), ἐν τ. δεξιᾷ, Rev.2:1. Metaphorical: with accusative of person(s), pass, Act.2:24; with accusative of thing(s), Rev.2:13, 25 3:11; τ. κεφαλήν (i.e. Christ), Col.2:19; τ. παράδοσιν (-εις), λόγον, διδαχήν, Mrk.7:3-4, 8 9:10, 2Th.2:15, Rev.2:14-15; with genitive of thing(s), Heb.4:14 6:18; of sins, to retain, Jhn.20:23; of re­straint, before ἵνα μή, Rev.7:1; pass, before τοῦ μή, Luk.24:16. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2903		κράτιστος	kratistos	excellent	G:A	<b>κράτιστος</b>, -η, -ον superl, of κρατύς (Hom.), 1) strongest, mightiest (Hom.). 2) noblest, best (cf. κρείσσων), <b>most excellent </b>(find, Soph, al.): voc, κρατίστε, as title of honour and respect (<i>DCG</i>, ii, 727a), Luk.1:3, Act.23:26 24:3 26:25. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2904		κράτος	kratos	power	G:N-N	<b>κράτος</b>, -εος (-ους), τό [in LXX chiefly for עֹז, Job.12:16, Psa.90:11 al;] 1) strength, esp. as in Hom, of bodily strength. 2) <b>power, might</b>: Heb.2:14; τὸ κ. τῆς ἰσχύος αὐτοῦ, Eph.1:19 6:10 (Isa.40:26, Da TH Dan.4:27); τ. δόςης αὐτοῦ, Col.1:11; κατὰ κράτος, mightily, Act.19:20; a mighty deed, an act of power, Luk.1:51; in doxologies, 1Ti.6:16, 1Pe.4:11 5:11, Ju 25, Rev.1:6 5:13. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2905		κραυγάζω	kraugazō	to shout	G:V	<b>κραυγάζω</b> (κραυγή) [in LXX: Est.3:13 (רוּעַ hi.)*;] = κράζω 1) of animals, to bay, to croak, etc. 2) <b>Of men, to cry out, shout</b>: Mat.12:19, Jhn.12:13 19:15 Act.22:23; before λέγων, Jhn.18:40 19:6, 12; καὶ λέγων, Luk.4:41 (WH, κράζ -); φωνῇ μεγάλῃ, Jhn.11:43 (cf. Abbott, <i>JV</i>, 269 f.). (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2906		κραυγή	kraugē	shouting	G:N-F	<b>κραυγή</b>, -ῆς, ἡ [in LXX for צְוָחָה, תְּרוּעָה, שַׁוְעָה, etc;] <b>crying, outcry, clamour</b>: Mat.25:6, Luk.1:42, Act.23:9, Eph.4:31, Heb.5:7, Rev.21:4. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2907		κρέας	kreas	meat	G:N-N	<b>κρέας</b>, -έως, pl, κρέα [in LXX for בָּשָׂר (freq.);] <b>flesh, meat</b>: Rom.14:21, 1Co.8:13. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2908		κρείσσων	kreissōn	greater	G:A	<b>κρείσσων</b> (Epic and old Att.) and κρείττων (later Att.), prop. comparat. of κρατύς, strong, but in sense often (as in cl, see LS, see word) as comparat. of ἀγαθός, [in LXX chiefly for טוֹב;] <b>better</b>; (a) <b>as to ad­vantage or usefulness</b>: 1Co.11:17, Heb.11:40 12:24; πολλῷ μᾶλλον κ, Php.1:23; κρεῖσσον ποιεῖν, 1Co.7:38; ἐστιν, before inf, 1Co.7:9, 2Pe.2:21; (b) <b>as to excellence</b>: Heb.1:4 6:9 7:7, 19 7:22 8:6 9:23 10:34 11:16, 35; κ. ἐστι, before inf, 1Pe.3:17. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2909	a Spelling of <a href='/Strongs/strongs-g2908' onclick='return ABMM("/Strongs","/strongs-g2908");'>g2908</a>	κρείττων	kreittōn	stronger	G:A	<b>κρείσσων</b> (Epic and old Att.) and κρείττων (later Att.), prop. comparat. of κρατύς, strong, but in sense often (as in cl, see LS, see word) as comparat. of ἀγαθός, [in LXX chiefly for טוֹב;] <b>better</b>; (a) <b>as to ad­vantage or usefulness</b>: 1Co.11:17, Heb.11:40 12:24; πολλῷ μᾶλλον κ, Php.1:23; κρεῖσσον ποιεῖν, 1Co.7:38; ἐστιν, before inf, 1Co.7:9, 2Pe.2:21; (b) <b>as to excellence</b>: Heb.1:4 6:9 7:7, 19 7:22 8:6 9:23 10:34 11:16, 35; κ. ἐστι, before inf, 1Pe.3:17. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2910		κρεμάω	kremaō	to hang	G:V	<b>κρεμάννυμι</b> (also κρεμαννύω, κρεμάω; the Pres. is not found in NT), [in LXX (where also κρεμάζω, Job.26:7) chiefly for תָּלָה;] trans, <b>to hang, suspend</b>: with accusative of person(s), before ἐπὶ ξύλου, Act.5:30 10:39; pass, Luk.23:39; before περί, Mat.18:6. Mid, κρέμαμαι, intrans, <b>to hang</b>: before ἐκ, Act.28:4; ἐπὶ ξύλου, Gal.3:13 (LXX); metaphorically, before ἐν, Mat.22:40. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2911		κρημνός	krēmnos	cliff	G:N-M	<b>κρημνός</b>, -οῦ, ὁ (κρεμάννυμι), [in LXX: 2Ch.25:12 (סֶלַע)*;] <b>a steep bank</b>: Mat.8:32, Mrk.5:13, Luk.8:33. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2912	a Group member of <a href='/Strongs/strongs-h3731' onclick='return ABMM("/Strongs","/strongs-h3731");'>h3731</a>	Κρής	Krēs	Cretan	N:N--LG	<b>Κρής</b>, ὁ, pl, Κρῆτες <b>a Cretan</b>: Act.2:11, Tit.1:12. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2913		Κρήσκης	Krēskēs	Crescens	N:N-M-P	<b>Κρήσκης</b>, -εντος (BI, § 10, 4), ὁ <b>Crescens</b>: 2Ti.4:10. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2914	the Greek of <a href='/Strongs/strongs-h3731' onclick='return ABMM("/Strongs","/strongs-h3731");'>h3731</a>	Κρήτη	Krētē	Crete	N:N-F-L	<b>Κρήτη</b>, -ης, ἡ (Lat.), <b>Crete</b>: Act.27:7, 12-13 27:31, Tit.1:5. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2915		κριθή	krithē	barley	G:N-F	<b>κριθή</b>, -ῆς, ἡ [in LXX for שְׂעֹרָה;] <b>barley</b>: pl. (as usually in cl.), Rev.6:6. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2916		κρίθινος	krithinos	barley	G:A	<b>κρίθινος</b>, -η, -ον (κριθή), [in LXX for שְׂעֹרָה;] <b>of barley</b>: Jhn.6:9, 13 (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2917		κρίμα	krima	judgment	G:N-N	<b>κρίμα</b> (B1, § 27, 2), -τος, τό (κρίνω), [in LXX chiefly for מִשְׁפָּט;] the issue of a judicial process, hence, 1) <b>judgment, the decision passed on the faults of others</b>: Mat.7:2; in forensic sense, with genitive pun, Luk.24:20; esp. of the judgment of God, Rom.2:2 5:16 11:33 (<i>ICC</i>, in l), 2Pe.2:3, Ju 4; κ. λαμβάνεσθαι, Mat.23:13 (Rec, R, mg.), Mrk.12:40, Luk.20:47, Rom.13:2, Jas.3:1; ἔχειν, 1Ti.5:12; βαστάζειν, Gal.5:10; ἐσθίειν ἑαυτῷ, 1Co.11:29; εἰς κ. συνέρχεσθαι, 1Co.11:34; εἶναι ἐν τ αὐτῷ κ, Luk.23:40; with genitive obj, Rom.3:8, 1Ti.3:6, Rev.17:1; of God's judgment through Christ, Jhn.9:39; τὸ κ. ἄρχεται, 1Pe.4:17; τ. κ. τ. μέλλον, Act.24:25; κ. αἰώνιον, Heb.6:2; ἔκρινεν ὁ Θεὸς τ. κ. ὐμῶν, Rev.18:20; of the right of judgment, Rev.20:4. 2) <b>a matter for judgment, a law-suit, a case</b>: 1Co.6:7. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2918		κρίνον	krinon	lily	G:N-N	<b>κρίνον</b>, -ου, τό [in LXX chiefly for שׁוּשַׁן;] <b>a lily</b>: Mat.6:28, Luk.12:27. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2919		κρίνω	krinō	to judge	G:V	<b>κρίνω</b>, [in LXX chiefly for שׁפט, also for ריב,דּין, etc;] 1) <b>to separate, select, choose</b> (cl; in LXX: 2Ma.13:15). 2) <b>to approve, esteem</b>: Rom.14:5. 3) <b>to be of opinion, judge, think</b>: Luk.7:43, 1Co.11:13; before τοῦτο ὅτι, 2Co.5:14; with accusative and inf, Act.16:15; with accusative and pred, Act.13:46 26:8. 4) <b>to decide, determine, decree</b>: with accusative, Act.16:4, Rom.14:13, 1Co.7:37, 2Co.2:1; with inf. (Field, <i>Notes</i>, 167), Act.20:16 25:25, 1Co.2:2 5:3, Tit.3:12 (cf. 1Ma.11:33, Wis.8:9, al.); with accusative and inf, Act.21:25 27:1. 5) <b>to judge, adjudge, pronounce judgment</b>: absol, Jhn.8:16, 26; before κατά, with accusative, Jhn.7:24 8:15; κρίσιν κ, Jhn.7:24; τ. δίκαιον, Luk.12:57 (Deiss, <i>LAE</i>, 118); in forensic sense, Jhn.18:31, Act.23:3, al; pass, Rom.3:4 (LXX); of God's judgment, Jhn.5:30 8:50, Rom.2:16 3:6, 2Ti.4:1, 1Pe.4:5, al. 6) = κατακρίνω, <b>to condemn</b> (cl.): Act.13:27; of God's judgment, Jhn.3:18 5:22 12:47, 48, Act.7:7, Rom.2:12, 1Co.11:32, Heb.10:30 " (LXX), Jas.5:9, Rev.19:2, al. 7) As in LXX (for שׁפט), <b>to rule, govern</b> (4Ki.15:5, Psa.2:10, al.): Mat.19:28, Luk.22:30, 1Co.6:3. 8) <b>to bring to trial</b> (cl.); mid, <b>to go to law</b>: with dative of person(s), Mat.5:40; before μετά, with genitive of person(s) (of the opponent), ἐπί, with genitive (of the judge), 1Co.6:1, 6 (cf. ἀνα, ἀπο, ἀντ-απο- (-μαι), δια, ἐν, ἐπι, κατα, συν, ὑπο- (-μαι), συν-υπο- (-μαι)). <i>SYN.</i>: see: δικάστης. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2920		κρίσις	krisis	judgment	G:N-F	<b>κρίσις</b>, -εως, ἡ (κρίνω), [in LXX chiefly for מִשְׁפָּט, also for רִיב, etc;] 1) a seperating, selection (Arist, al.) 2) <b>a decision, judgment </b>(cl.): Jhn.8:16, 1Ti.5:24, 2Pe.2:11, Ju 9; κ. κρίνειν, Jhn.7:24; in forensic sense, Act.8:33 (LXX) (see Page, in l); esp. of the Divine judgment, Jhn.3:19 5:24, 27 5:29-30 12:31 16:8, 11, 2Th.1:5, Heb.10:27, Jas.2:13 5:12, 2Pe.2:4, Rev.18:10; pl, Rev.16:7 19:2; of the last judgment, Mat.10:15 11:22, 24 12:36, 41-42 Luk.10:14 11:31-32, Heb.9:27, 2Pe.2:9 3:7, 1Jn.4:17, Ju 6 15; τῆς γεέννης, Mat.23:33. 3) By meton. (as in LXX for מִשְׁפָּט, Isa.5:7, al; דִּישׁוֹן, Dan.7:10), of the standard of judgment, <b>right, justice</b>: Mat.12:18, 20 (LXX, Isa 42:43) Isa 23:23, Luk.11:42; of the tribunal (a local court), Mat.5:21-22 (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2921		Κρίσπος	Krispos	Crispus	N:N-M-P	<b>Κρίσπος</b>, -ου, ὁ <b>Crispus</b>: Act.18:8, 1Co.1:14. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2922		κριτήριον	kritērion	court/lawsuit	G:N-N	<b>κριτήριον</b>, -ου, τό (κριτής), [in LXX: 3Ki.7:7 (מִשְׁפָּט), Dan LXX TH Dan.7:10, 26, (דִּין), Su 1:49, Exo.21:6, Jdg.5:10 *;] 1) a means of judging, test, criterion. 2) <b>a tribunal</b>: 1Co.6:2 6:4, Jas.2:6. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2923		κριτής	kritēs	judge	G:N-M	<b>κριτής</b>, -οῦ, ὁ (κρίνω), [in LXX chiefly for שָׁפַט;] <b>a judge</b>: Mat.5:25, Luk.12:14, 58 18:2; τ. ἀδικίας, Luk.18:6; with gem of thing(s) (obj.), Act.18:15, Jas.4:11; (qual.), διαλογισμῶν πονηρῶν, Jas.2:4; of a Roman procurator, Act.24:10; of God, Heb.12:23, Jas.4:12; Christ, Act.10:42, 2Ti.4:8, Jas.5:9; of those whose conduct is made a standard for judging, Mat.12:27, Luk.11:19; in the OT sense (Jdg.2:16, Rut.1:1, al), of a ruler in Israel, Act.13:20. <i>SYN.</i>: δικάστης, q.v (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2924		κριτικός	kritikos	discerning	G:A	<b>κριτικός</b>, -ή, -όν (κρίνω), <b>critical, able to discern or judge</b>: with genitive obj, Heb.4:12. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2925		κρούω	krouō	to knock	G:V	<b>Κρούω </b> [in LXX: before ἐπί Jdg.19:22, Sng.5:2 (דָּפַק);] with, accusative, τ. αὐλαίαν, Jdth.14:14 *;] <b>to strike, knock</b>: at a door (Κόπτειν, in Att.), Mat.7:7-8, Luk.11:9-10 12:36, Act.12:16, Rev.3:20; with accusative, τ. θύραν, Luk.13:25, Act.12:13. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2926		κρύπτη	kruptē	cellar	G:N-F	<b>κρύπτη</b> (WH, R; κρυπτή, LT, Tr; -όν, Rec.), -ης, ἡ, <b>a crypt, cellar</b>: Luk.11:33. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2927		κρυπτός	kruptos	hidden	G:A	<b>κρυπτός</b>, -ή, -όν (κρύπτω) [in LXX for אָטַם, מִסְתָּר, etc;] <b>hidden, secret</b>: Mat.10:26, Mrk.4:22, Luk.8:17 12:2; ὁ κ. τῆς καρδίας ἄνθρωπος, 1Pe.3:4; neut, ἐν τῷ κ, Mat.6:4, 6; ἐν κ, Jhn.7:4, 10 18:20; ὁ ἐν κ. Ἰουδαῖος, Rom.2:29; pl, τὰ κ. τ. σκότους, 1Co.4:5; τ. ἀνθρώπων, Rom.2:16; τ. καρδίας, 1Co.14:25; τ. αἰσχύνης, 2Co.4:2. κρυφαῖος, -αία, -αῖον (κρύφα = κρυφῆ) [in LXX for מִסְתָּר, Jer.23:24, al;] <b>hidden, secret</b>: ἐν τῷ κ, Mat.6:18. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2928		κρύπτω	kruptō	to hide	G:V	<b>Κρύπτω </b> [in LXX for חָבָא, טָמַן, סָתַר, צָפַן, etc;] <b>to hide, conceal</b>: with accusative, Mat.13:44 25:18; before ἐν, Mat.25:25 (pass, Mat.13:44, Col.3:3); pass, Mat.5:14, Heb.11:23, 1Ti.5:25, Rev.2:17; ἐκρύβη (on the tense and its formation, see M, <i>Pr.</i>, 161; Bl, § 19, 3) κ. ἐξῆλθεν Jhn.8:59; before εἰς, Luk.13:21, Rev.6:15; ἀπό (in cl. more frequently dupl. accusative), Rev.6:16; pass, Jhn.12:36, (Bl, § 34, 4). Metaphorical: Mat.11:25 13:35, Luk.11:52, WH, mg, Luk.18:34 19:42, Jhn.19:38 (cf.ἀτο, ἐν, περι-κρύπτω). (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2929		κρυσταλλίζω	krustallizō	be clear	G:V	<b>κρυσταλλίζω</b> (κρύσταλλος), <b>to shine like crystal, be crystal-clear</b>: Rev.21:11 (ἅπ, λεγ.). (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2930		κρύσταλλος	krustallos	crystal	G:N-M	<b>κρύσταλλος</b>, -ου, ὁ (κρύος, frost), [in LXX: Job.38:29, Psa.147:17, Eze.1:22 (קֶרַח), etc;] <b>crystal</b>: Rev.4:6 22:1. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2931		κρυφῇ	kruphē	in secret	G:ADV	<b>κρυΦῇ</b> (prop. -ῆ, Rec; later spelling is due to assimilation to dative; cf. εἰκῆ), <i>adv.</i>, [in LXX chiefly for סָתַר;] <b>secretly, in secret</b>: Eph.5:12. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2932		κτάομαι	ktaomai	to posses	G:V	<b>κτάομαι</b>, -ῶμαι [in LXX chiefly for קָנָה;] in pres, impf, fut. and aor, <b>to procure for oneself, get, gain, acquire </b>(the pf. and plpf, to have acquired, hence to possess, do not occur in NT): with accusative of thing(s), Mat.10:9, Luk.18:12, Act.8:20; with genitive pret, Act.22:28; ἐκ with genitive pret, Act.1:18; τ,ψυχὰς ὑμῶν (MM, xvi), Luk.21:19; τ. ἑαυτοῦ σκεῦος κτᾶσθαι, 1Th.4:4 (where if σ. = body, κ. must = pf, κέκτημαι; see MM, xvi; M, <i>Th.</i>, in l; Field, <i>Notes</i>, 72 f. But σ. is most frequently taken as = wife; see Thayer, see word; Lft, <i>Notes</i>, 53 ff; <i>ICC</i>, in l). (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
2933		κτῆμα	ktēma	possession	G:N-N	<b>κτῆμα</b>, -τος, τό (κτάομαι), [in LXX for כֶּרֶם, etc;] <b>a possession, property</b>: Mat.19:22, Mrk.10:22, Act.2:45 5:1. (<a href="javascript:void(0)" title="Abbott Smith">AS</a>)
